종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"251970","펌텍코리아","KOSDAQ","우량기업부","53100","-1800","-3.28","55500","55700","52800","40934","2181038650","658440000000","12400000"
"0015S0","페스카로","KOSDAQ","기술성장기업부","16150","60","0.37","16120","17500","15700","688672","11475902150","156246344100","9662730"
"001020","페이퍼코리아","KOSPI",,"613","4","0.66","609","616","609","24666","15075390","109637720808","177983313"
"327610","펨토바이오메드","KONEX","일반기업부","2885","-15","-0.52","2900","2900","2650","229","635800","24626608110","8536086"
"168360","펨트론","KOSDAQ","우량기업부","17150","1370","8.68","16450","17260","16170","262712","4409831235","365094070600","21288284"
"087010","펩트론","KOSDAQ","기술성장기업부","258000","11000","4.45","245000","264000","240000","246857","63272878250","6015876300000","23317350"
"090080","평화산업","KOSPI",,"935","-5","-0.53","940","947","933","98311","91924705","51278709906","54902259"
"010770","평화홀딩스","KOSPI",,"3770","35","0.94","3705","3770","3675","37883","140691855","54918624830","14625466"
"064800","포니링크","KOSDAQ","중견기업부","829","-21","-2.47","860","860","820","342501","284358235","105952250042","127807298"
"119500","포메탈","KOSDAQ","중견기업부","3565","0","0.00","3570","3665","3505","227754","809297837","42176145920","11847232"
"389140","포바이포","KOSDAQ","벤처기업부","6840","140","2.09","6770","6840","6610","341231","2292377835","76065895350","11169735"
"105760","포스뱅크","KOSDAQ","벤처기업부","5370","-10","-0.19","5440","5440","5290","33415","178655185","54625718190","10172387"
"022100","포스코DX","KOSPI",,"28850","-150","-0.52","29050","29550","28550","766368","22200534625","4401405404550","152034729"
"058430","포스코스틸리온","KOSPI",,"38400","-550","-1.41","38950","39200","38200","18215","702301625","230100000000","6000000"
"009520","포스코엠텍","KOSDAQ GLOBAL","우량기업부","15300","0","0.00","15440","15560","15200","198560","3041765775","637133355900","41642703"
"047050","포스코인터내셔널","KOSPI",,"48550","250","0.52","48350","49300","48350","408900","19881849300","8532255218000","175922788"
"003670","포스코퓨처엠","KOSPI",,"181000","4100","2.32","174000","181900","173800","531247","95376225900","16081476576000","88946220"
"189690","포시에스","KOSDAQ","벤처기업부","2080","-25","-1.19","2095","2120","2045","94870","196403270","56693085675","27321969"
"318020","포인트모바일","KOSDAQ","벤처기업부","4030","100","2.54","3900","4040","3895","16358","64932777","49574126160","12301272"
"256630","포인트엔지니어링","KOSDAQ","벤처기업부","1049","-17","-1.59","1066","1066","1030","75287","78295940","60606940240","57997072"
"331380","포커스에이아이","KOSDAQ","투자주의환기종목(소속부없음)","2715","-70","-2.51","2785","2785","2690","175906","478041781","70720729965","26048151"
"208710","포톤","KOSDAQ","중견기업부","2345","80","3.53","2260","2385","2220","173760","399914757","30775608220","13180132"
"472850","폰드그룹","KOSDAQ","중견기업부","5240","-60","-1.13","5240","5250","5090","98262","507117845","167865012270","32343933"
"039980","폴라리스AI","KOSDAQ","중견기업부","1854","-14","-0.75","1870","1903","1831","686772","1280213085","134931850704","72778776"
"041910","폴라리스AI파마","KOSDAQ","중견기업부","6380","0","0.00","6350","6460","6290","63264","402260420","86005236590","13501607"
"234100","폴라리스세원","KOSDAQ","우량기업부","1071","-4","-0.37","1069","1088","1060","110405","117843123","75042714965","70198985"
"041020","폴라리스오피스","KOSDAQ","벤처기업부","4660","25","0.54","4630","4690","4600","263501","1224183561","231223565700","49725498"
"114630","폴라리스우노","KOSDAQ","우량기업부","502","-3","-0.59","505","505","498","133425","66934497","44237616644","87947548"
"290720","푸드나무","KOSDAQ","투자주의환기종목(소속부없음)","2000","4","0.20","1999","2050","1957","18585","37096630","68527508870","34366855"
"005670","푸드웰","KOSDAQ","우량기업부","6300","0","0.00","6290","6300","6160","36567","228023190","62800000000","10000000"
"094940","푸른기술","KOSDAQ","벤처기업부","8430","-220","-2.54","8560","8610","8380","146980","1240684900","70820939420","8361386"
"057880","푸른소나무","KOSDAQ","관리종목(소속부없음)","8790","0","0.00","0","0","0","0","0","216061434720","24580368"
"007330","푸른저축은행","KOSDAQ","우량기업부","10050","0","0.00","10050","10120","10000","42995","430704495","151883796000","15082800"
"017810","풀무원","KOSPI",,"13050","70","0.54","12990","13090","12970","65286","849672070","498235483940","38120542"
"093380","풍강","KOSDAQ","중견기업부","2685","-25","-0.92","2705","2735","2680","9441","25458825","26575351970","9879313"
"023900","풍국주정","KOSDAQ","우량기업부","9070","-80","-0.87","9250","9290","8940","18130","164977010","114534000000","12600000"
"103140","풍산","KOSPI",,"109100","2400","2.25","108000","110000","107300","192244","20869996100","3063053585400","28024278"
"005810","풍산홀딩스","KOSPI",,"38000","550","1.47","38150","38200","36000","15944","599397275","547857096000","14417292"
"371950","풍원정밀","KOSDAQ","기술성장기업부","11320","1270","12.64","10050","11550","10050","187901","2063578795","255406915960","22662548"
"370090","퓨런티어","KOSDAQ","기술성장기업부","17210","-20","-0.12","17240","18420","16360","1369617","24140275555","147434180900","8556830"
"445180","퓨릿","KOSDAQ","중견기업부","9580","-30","-0.31","9990","9990","9360","246326","2358194420","164672421040","17189188"
"341170","퓨쳐메디신","KONEX","일반기업부","2930","-95","-3.14","3100","3100","2885","8353","24382510","30862290650","10533205"
"220100","퓨쳐켐","KOSDAQ","기술성장기업부","29250","50","0.17","28600","29800","27400","340700","9828608175","656002035000","22427420"
"035200","프럼파스트","KOSDAQ","벤처기업부","3610","-85","-2.30","3695","3695","3605","71506","259706905","35273388750","9730590"
"334970","프레스티지바이오로직스","KOSDAQ","기술성장기업부","3055","-125","-3.93","3180","3180","3050","143730","442369989","239089358775","77752637"
"950210","프레스티지바이오파마","KOSPI",,"13090","-470","-3.47","13410","13560","13040","143515","1890678320","786658668950","60096155"
"227100","프로브잇","KOSDAQ","관리종목(소속부없음)","612","0","0.00","0","0","0","0","0","14770119384","24134182"
"321260","프로이천","KOSDAQ","벤처기업부","1754","19","1.10","1735","1775","1735","47954","84208401","49505299504","28192084"
"296160","프로젠","KONEX","일반기업부","7400","-140","-1.86","7540","7540","7320","7164","53080480","113775584600","15375079"
"053610","프로텍","KOSDAQ","우량기업부","37100","750","2.06","37500","37550","36150","81398","3000063550","408100000000","11000000"
"468530","프로티나","KOSDAQ","기술성장기업부","100800","-700","-0.69","98600","104400","96000","363719","36628930000","1105981428000","10939480"
"303360","프로티아","KOSDAQ","기술성장기업부","6040","-10","-0.17","5960","6070","5590","156465","910762045","77778378600","12877215"
"377220","프롬바이오","KOSDAQ","기술성장기업부","1229","-27","-2.15","1256","1265","1217","145073","178421672","34651440000","28310000"
"335810","프리시젼바이오","KOSDAQ","기술성장기업부","2610","-50","-1.88","2660","2730","2515","27800","72781975","47229040300","17957810"
"053160","프리엠스","KOSDAQ","중견기업부","6790","-50","-0.73","7000","7000","6600","13212","89620860","40680000000","6000000"
"405000","플라즈맵","KOSDAQ","관리종목(소속부없음)","6050","20","0.33","6000","6200","5900","1841","11046910","23145817320","3838444"
"041590","플래스크","KOSDAQ","관리종목(소속부없음)","2370","0","0.00","0","0","0","0","0","116064014460","48972158"
"367000","플래티어","KOSDAQ","벤처기업부","4160","-65","-1.54","4230","4230","4000","10679","43858295","35020764225","8388207"
"075130","플랜티넷","KOSDAQ","벤처기업부","2485","-15","-0.60","2500","2520","2425","98377","241474264","41888246400","16622320"
"222670","플럼라인생명과학","KONEX","일반기업부","4990","0","0.00","4990","5070","4840","1490","7372630","20124330680","4032932"
"009810","플레이그램","KOSPI",,"254","0","0.00","254","259","253","202807","51695492","38579425000","151887500"
"237820","플레이디","KOSDAQ","중견기업부","4675","-10","-0.21","4640","4740","4635","25472","119246690","60415829400","12827140"
"023770","플레이위드","KOSDAQ","중견기업부","3035","5","0.17","3075","3075","2960","17431","52527880","26973682425","8946495"
"019570","플루토스","KOSDAQ","중견기업부","277","0","0.00","277","284","276","144899","40474717","18723701718","67110042"
"300080","플리토","KOSDAQ","기술성장기업부","16150","-810","-4.78","17210","17210","16010","289923","4763140900","265737761100","16505451"
"033790","피노","KOSDAQ","중견기업부","5320","240","4.72","5080","5420","4977","342797","1803189049","361958547720","68037321"
"032580","피델릭스","KOSDAQ","중견기업부","1140","-9","-0.78","1152","1193","1111","339926","392123182","37704288832","33132064"
"051380","피씨디렉트","KOSDAQ","중견기업부","2055","-15","-0.72","2085","2095","2020","54288","110711240","31447147600","15340072"
"241820","피씨엘","KOSDAQ","관리종목(소속부없음)","6040","0","0.00","0","0","0","0","0","16803871920","2782098"
"452450","피아이이","KOSDAQ","벤처기업부","7280","210","2.97","7200","7540","7160","687529","5053319140","262271835000","35878500"
"237750","피앤씨테크","KOSDAQ","벤처기업부","3825","-20","-0.52","3855","3875","3810","21883","83774023","24849495000","6496600"
"460940","피앤에스로보틱스","KOSDAQ","기술성장기업부","11450","-490","-4.10","11920","11920","11400","441484","5072820165","150355446000","13131480"
"319660","피에스케이","KOSDAQ GLOBAL","우량기업부","41700","2800","7.20","40550","44600","40450","897718","37895640375","1207911973800","28966714"
"031980","피에스케이홀딩스","KOSDAQ","우량기업부","50900","600","1.19","52400","53500","49900","331159","16939122650","1097525905500","21562395"
"002230","피에스텍","KOSDAQ","중견기업부","11090","40","0.36","11050","11830","10120","862570","9513611720","213746663800","19273820"
"043370","피에이치에이","KOSDAQ","우량기업부","11230","-210","-1.84","11500","11520","11220","17590","199099020","236670000000","21000000"
"239890","피엔에이치테크","KOSDAQ","기술성장기업부","4885","-50","-1.01","4855","4945","4825","16097","78417145","48486484400","9935755"
"347740","피엔케이피부임상연구센타","KOSDAQ","벤처기업부","2545","5","0.20","2530","2550","2495","36130","91148790","76376915920","30010576"
"137400","피엔티","KOSDAQ GLOBAL","우량기업부","37700","1100","3.01","36150","38500","36150","145362","5477352975","893927187900","23743086"
"257370","피엔티엠에스","KOSDAQ","벤처기업부","3120","230","7.96","2815","3190","2815","205267","630897407","38952642015","12504861"
"147760","피엠티","KOSDAQ","벤처기업부","2885","-30","-1.03","3000","3000","2840","56720","164458998","31323512070","10819866"
"128660","피제이메탈","KOSDAQ","중견기업부","2795","0","0.00","2795","2810","2790","25955","72732430","69201399510","24803369"
"006140","피제이전자","KOSDAQ","우량기업부","5600","-110","-1.93","5710","5710","5500","86786","483540850","83850000000","15000000"
"376180","피코그램","KOSDAQ","벤처기업부","2385","55","2.36","2335","2400","2330","31562","74488079","44268075630","18561038"
"304840","피플바이오","KOSDAQ","투자주의환기종목(소속부없음)","1273","129","11.28","1221","1487","1201","5853334","8073964794","27129781458","21228311"
"087600","픽셀플러스","KOSDAQ","벤처기업부","6300","-140","-2.17","6500","6500","6130","50084","311779050","51449315400","8166558"
"291810","핀텔","KOSDAQ","기술성장기업부","2590","215","9.05","2395","2590","2380","147578","371092870","29388120520","11368712"
"378340","필에너지","KOSDAQ","벤처기업부","12460","360","2.98","12210","12600","12210","44721","554273650","267212880900","21462882"
"161580","필옵틱스","KOSDAQ","중견기업부","45800","-350","-0.76","47250","47300","45400","463568","21360445800","1071845812600","23402747"
"347770","핌스","KOSDAQ","중견기업부","1123","-3","-0.27","1131","1139","1080","67270","75464170","25645601124","22857042"
"163730","핑거","KOSDAQ","벤처기업부","10260","20","0.20","10260","10350","10160","43367","444151300","96229190640","9406568"
"417180","핑거스토리","KOSDAQ","중견기업부","1869","-56","-2.91","1931","1940","1835","299521","564286949","32640438780","17548623"
"454640","하나29호스팩","KOSDAQ","관리종목(소속부없음)","2100","0","0.00","2095","2100","2095","42200","88420940","11342100000","5401000"
"469880","하나30호스팩","KOSDAQ","SPAC(소속부없음)","2070","5","0.24","2060","2070","2060","2369","4894375","15121350000","7305000"
"469900","하나31호스팩","KOSDAQ","SPAC(소속부없음)","2065","5","0.24","2060","2070","2060","994","2049210","11574325000","5605000"
"475240","하나32호스팩","KOSDAQ","SPAC(소속부없음)","2110","0","0.00","2110","2115","2105","2911","6135125","6752000000","3200000"
"475250","하나33호스팩","KOSDAQ","SPAC(소속부없음)","2100","0","0.00","2100","2105","2095","9358","19630705","7770000000","3700000"
"484130","하나34호스팩","KOSDAQ","SPAC(소속부없음)","2035","0","0.00","2035","2040","2035","15296","31127735","9198200000","4520000"
"0041L0","하나35호스팩","KOSDAQ","SPAC(소속부없음)","2005","5","0.25","2005","2005","2000","4085","8172147","12090150000","6030000"
"0101C0","하나36호스팩","KOSDAQ","SPAC(소속부없음)","1982","0","0.00","1980","1984","1980","100369","198848981","15340680000","7740000"
"086790","하나금융지주","KOSPI",,"94100","700","0.75","93000","95600","92800","595742","56074818050","26260040550900","278325814"
"299030","하나기술","KOSDAQ","벤처기업부","26350","1050","4.15","25300","26550","25300","44860","1173965625","210266133000","7994910"
"067310","하나마이크론","KOSDAQ","중견기업부","27450","800","3.00","28300","28400","26850","2363555","65066804025","1825399152500","66378151"
"166090","하나머티리얼즈","KOSDAQ GLOBAL","우량기업부","48250","2900","6.39","47100","48300","45900","415003","19634173975","953283886800","19777674"
"293480","하나제약","KOSPI",,"10760","-260","-2.36","11070","11070","10630","79296","852296325","191059169500","17772946"
"039130","하나투어","KOSPI",,"48250","-350","-0.72","49000","49000","48250","64165","3119005075","748163715600","15489932"
"136480","하림","KOSDAQ","중견기업부","3000","-5","-0.17","3000","3010","2975","390480","1169600234","319160154510","106209702"
"003380","하림지주","KOSDAQ GLOBAL","우량기업부","11160","190","1.73","10970","11300","10820","1208262","13411968775","1248862674150","112005621"
"450330","하스","KOSDAQ","기술성장기업부","6360","-90","-1.40","6460","6480","6270","20182","128568780","52232058340","8186843"
"101670","하이드로리튬","KOSDAQ","중견기업부","1979","44","2.27","1940","2030","1933","891040","1772220777","107202370630","54169970"
"365590","하이딥","KOSDAQ","기술성장기업부","563","0","0.00","0","0","0","0","0","87142893182","154783114"
"149980","하이로닉","KOSDAQ","관리종목(소속부없음)","5090","0","0.00","0","0","0","0","0","94645307670","18594363"
"013030","하이록코리아","KOSDAQ","우량기업부","30550","800","2.69","29850","30650","29700","63585","1927165175","359516799200","11768144"
"352820","하이브","KOSPI",,"337500","-8500","-2.46","351000","353500","331000","744796","252380525000","14345541027000","42568371"
"126700","하이비젼시스템","KOSDAQ","우량기업부","16250","110","0.68","16050","16320","15820","95002","1525127715","242809320000","14942112"
"071090","하이스틸","KOSPI",,"3565","90","2.59","3625","3705","3530","281712","1017452287","71982594115","20191471"
"450050","하이제8호스팩","KOSDAQ","관리종목(소속부없음)","2105","5","0.24","2100","2110","2100","27675","58200937","10554470000","5014000"
"160190","하이젠알앤엠","KOSDAQ","중견기업부","60000","500","0.84","58900","61400","57000","204719","12228121300","1853280000000","30888000"
"221840","하이즈항공","KOSDAQ","투자주의환기종목(소속부없음)","2195","-20","-0.90","2220","2220","2140","24996","54458325","41047731395","18700561"
"106190","하이텍팜","KOSDAQ","우량기업부","11840","-120","-1.00","12020","12020","11700","34656","408464400","125896768320","10633173"
"000080","하이트진로","KOSPI",,"18150","-100","-0.55","18250","18280","18150","226577","4119693630","1274327711870","70133611"
"000087","하이트진로2우B","KOSPI",,"15060","-30","-0.20","15070","15070","15000","2429","36503760","16997275520","1130138"
"000140","하이트진로홀딩스","KOSPI",,"9710","20","0.21","9690","9740","9620","16456","158887600","226033891100","23206765"
"000145","하이트진로홀딩스우","KOSPI",,"12530","-160","-1.26","12600","12600","12360","144","1798970","5899249300","470810"
"065650","하이퍼코퍼레이션","KOSDAQ","관리종목(소속부없음)","2010","0","0.00","2010","2065","1990","17311","34703092","26803784160","13335216"
"066130","하츠","KOSDAQ","우량기업부","4455","-45","-1.00","4500","4500","4415","19200","85162949","56704000000","12800000"
"152550","한국ANKOR유전","KOSPI",,"208","0","0.00","209","219","207","2187543","461611799","14564160000","70020000"
"004590","한국가구","KOSDAQ","중견기업부","4780","5","0.10","4855","4855","4735","35481","168737603","71655000000","15000000"
"036460","한국가스공사","KOSPI",,"38450","50","0.13","38500","38950","38350","235063","9065118850","3554050500000","92313000"
"039340","한국경제TV","KOSDAQ","우량기업부","5420","-90","-1.63","5500","5510","5410","3770","20524740","122175000000","22500000"
"005430","한국공항","KOSPI",,"63100","-1000","-1.56","64100","64300","62000","6935","442430450","201380178000","3166355"
"071050","한국금융지주","KOSPI",,"167700","2700","1.64","164800","170600","163200","260878","43505202850","9350821457600","55725992"
"071055","한국금융지주우","KOSPI",,"131700","2900","2.25","127600","133900","127500","40684","5336626500","772703306900","5858251"
"034950","한국기업평가","KOSDAQ","우량기업부","98800","0","0.00","98800","99600","98500","2123","209537450","448602783200","4540514"
"010040","한국내화","KOSPI",,"2090","0","0.00","2115","2140","2075","21459","45001515","85624824270","41067062"
"025540","한국단자","KOSPI",,"69900","3600","5.43","67500","70800","67200","63862","4454926650","707038500000","10115000"
"222980","한국맥널티","KOSDAQ","벤처기업부","3210","-25","-0.77","3235","3270","3195","8808","28249720","35245588185","11031483"
"010100","한국무브넥스","KOSPI",,"4825","150","3.21","4675","5080","4480","1318003","6375939689","146771024400","30450420"
"331660","한국미라클피플사","KONEX","일반기업부","17050","440","2.65","16130","17050","16130","56","905120","18755000000","1100000"
"256840","한국비엔씨","KOSDAQ","벤처기업부","5120","560","12.28","4580","5670","4535","12534540","65651236021","350181816320","68394886"
"219750","한국비티비","KOSDAQ","중견기업부","897","35","4.06","862","900","852","45771","40616790","58753342730","65426885"
"004090","한국석유","KOSPI",,"14100","110","0.79","14190","14500","13970","668931","9505702985","178987092000","12694120"
"025550","한국선재","KOSDAQ","우량기업부","3405","0","0.00","3405","3460","3350","110413","374619900","86875183620","25514004"
"002200","한국수출포장","KOSPI",,"3120","-10","-0.32","3130","3175","3100","144861","452269375","124800000000","40000000"
"002960","한국쉘석유","KOSPI",,"442500","5000","1.14","439000","445000","437500","2767","1219695250","575250000000","1300000"
"017890","한국알콜","KOSDAQ","우량기업부","10530","20","0.19","10520","10690","10400","40054","420615370","224010018180","21273506"
"000240","한국앤컴퍼니","KOSPI",,"24550","-550","-2.19","25100","25500","24400","87826","2174544725","2340153666000","94935240"
"080720","한국유니온제약","KOSDAQ","관리종목(소속부없음)","2725","0","0.00","0","0","0","0","0","21562456300","7912828"
"123890","한국자산신탁","KOSPI",,"2400","0","0.00","2400","2435","2400","90323","217303514","294309292030","122373926"
"015760","한국전력","KOSPI",,"49850","3350","7.20","47000","49850","47000","4063695","198904238050","32001909238450","641964077"
"041460","한국전자인증","KOSDAQ","중견기업부","3740","-15","-0.40","3755","3795","3730","65520","245950247","71155000000","19000000"
"006200","한국전자홀딩스","KOSPI",,"672","19","2.91","649","700","640","276068","184822699","31311297984","46803136"
"101680","한국정밀기계","KOSDAQ","중견기업부","2275","-10","-0.44","2285","2330","2235","78453","178188225","19203140000","8404000"
"039740","한국정보공학","KOSDAQ","벤처기업부","3000","-40","-1.32","3030","3085","2932","47648","143678260","24175466955","8018397"
"053300","한국정보인증","KOSDAQ","우량기업부","6320","140","2.27","6270","6460","6110","360022","2270699595","268229401520","42441361"
"025770","한국정보통신","KOSDAQ","우량기업부","7810","120","1.56","7680","7830","7670","15915","123472175","292439756510","37444271"
"458610","한국제12호스팩","KOSDAQ","SPAC(소속부없음)","2080","-10","-0.48","2085","2090","2080","14805","30862210","8840700000","4230000"
"464440","한국제13호스팩","KOSDAQ","SPAC(소속부없음)","2110","0","0.00","2110","2110","2100","2642","5548950","9115200000","4320000"
"479880","한국제15호스팩","KOSDAQ","SPAC(소속부없음)","2060","15","0.73","2045","2060","2045","1384","2837280","14152200000","6870000"
"027970","한국제지","KOSPI",,"800","2","0.25","800","802","796","85960","68693348","152142589600","190178237"
"023350","한국종합기술","KOSPI",,"4730","-25","-0.53","4755","4800","4680","13407","63236827","51684000000","10950000"
"025890","한국주강","KOSPI",,"1809","-28","-1.52","1837","1837","1780","67883","122188382","20447140272","11309259"
"000970","한국주철관","KOSPI",,"6910","-100","-1.43","7080","7080","6870","28624","199036035","157779460000","22800500"
"104700","한국철강","KOSPI",,"9780","-20","-0.20","9800","9940","9730","74121","730348540","356845500000","36450000"
"062970","한국첨단소재","KOSDAQ","중견기업부","2665","50","1.91","2680","2680","2590","313200","824268371","61567732920","23059076"
"017960","한국카본","KOSPI",,"28100","350","1.26","28100","28400","27450","738162","20606903200","1458627501200","51908452"
"023760","한국캐피탈","KOSDAQ","우량기업부","795","3","0.38","792","798","788","248414","196607459","250909612920","315609576"
"054040","한국컴퓨터","KOSDAQ","우량기업부","4850","-135","-2.71","5000","5010","4810","70267","342784073","78026112950","16071290"
"161890","한국콜마","KOSPI",,"65000","-400","-0.61","66400","66500","64600","197129","12889163150","1531969497300","23605077"
"021650","한국큐빅","KOSDAQ","중견기업부","2355","40","1.73","2315","2360","2315","28801","67386580","38260317420","16350563"
"161390","한국타이어앤테크놀로지","KOSPI",,"57600","600","1.05","56900","57600","56600","284228","16225794200","7110428960600","123875069"
"034830","한국토지신탁","KOSPI",,"1216","-11","-0.90","1227","1227","1215","499104","607799670","307531882140","252489230"
"007280","한국특강","KOSPI",,"1462","13","0.90","1470","1481","1425","90054","131202749","88909060682","60813311"
"032300","한국파마","KOSDAQ","중견기업부","13170","-160","-1.20","13380","13400","13160","15278","202450745","144077520210","10906701"
"037230","한국팩키지","KOSDAQ","중견기업부","1927","3","0.16","1924","1940","1924","12918","24902336","57425230129","29800327"
"448900","한국피아이엠","KOSDAQ","기술성장기업부","51200","-400","-0.78","53800","55300","49500","315918","16615280900","304425969900","6004457"
"047810","한국항공우주","KOSPI",,"124400","7600","6.51","117200","124700","115900","1309889","158884183900","12086913268000","97475107"
"123690","한국화장품","KOSPI",,"11700","-500","-4.10","12240","12910","10980","10809986","131631688655","187995600000","16068000"
"003350","한국화장품제조","KOSPI",,"50300","-1500","-2.90","51600","51800","49750","84653","4275534450","229999000000","4532000"
"030520","한글과컴퓨터","KOSDAQ GLOBAL","우량기업부","22800","-800","-3.39","23600","23700","22600","222412","5102708400","551298163200","24179744"
"052600","한네트","KOSDAQ","중견기업부","3765","-35","-0.92","3820","3820","3765","32435","122671223","43652967500","11563700"
"011500","한농화성","KOSPI",,"15310","900","6.25","15480","16020","15060","301630","4673522170","239403113020","15637042"
"002390","한독","KOSPI",,"11200","-50","-0.44","11210","11230","11080","15314","170710945","154151569600","13763533"
"256150","한독크린텍","KOSDAQ","벤처기업부","5450","-20","-0.37","5430","5490","5380","10553","57214825","45500900000","8395000"
"092460","한라IMS","KOSDAQ","우량기업부","16610","360","2.22","16250","17000","16010","120953","2002646575","284705075200","17109680"
"125490","한라캐스트","KOSDAQ","벤처기업부","18760","-940","-4.77","19400","19420","18000","2294618","42885831885","684784123520","36502352"
"053690","한미글로벌","KOSPI",,"18000","-10","-0.06","17970","18210","17920","76109","1371439200","197126324500","10957550"
"042700","한미반도체","KOSPI",,"167300","22800","15.78","154900","168400","153200","6478505","1039651607850","15993387160000","95312200"
"008930","한미사이언스","KOSPI",,"37950","1450","3.97","36850","38200","36400","92017","3443101850","2595459322500","68391550"
"128940","한미약품","KOSPI",,"452000","9000","2.03","439000","452500","435500","100134","44673863250","5777756941000","12810991"
"452190","한빛레이저","KOSDAQ","벤처기업부","4815","-55","-1.13","4900","4990","4805","276033","1340572887","112509971955","23366557"
"047080","한빛소프트","KOSDAQ","중견기업부","1173","-14","-1.18","1187","1187","1157","39527","46192098","29116630626","24822362"
"009240","한샘","KOSPI",,"44150","-1050","-2.32","45600","45600","44000","74800","3320378400","1039022921200","23533928"
"452280","한선엔지니어링","KOSDAQ","중견기업부","9700","860","9.73","9100","9840","8990","406668","3867615310","167041030500","17274150"
"020000","한섬","KOSPI",,"15350","-150","-0.97","15570","15570","15270","83442","1281718425","343746284040","22437747"
"003680","한성기업","KOSPI",,"5500","-80","-1.43","5580","5610","5460","64993","357960390","34090237350","6209515"
"066980","한성크린텍","KOSDAQ","중견기업부","1328","53","4.16","1300","1340","1285","413170","542098704","68450494750","51935125"
"105630","한세실업","KOSPI",,"13060","-20","-0.15","13110","13170","12950","87350","1139606695","523200000000","40000000"
"069640","한세엠케이","KOSPI",,"639","18","2.90","629","639","626","42610","26965706","28228096260","44806502"
"016450","한세예스24홀딩스","KOSPI",,"4080","-25","-0.61","4150","4185","4055","23827","97066452","163600000000","40000000"
"009180","한솔로지스틱스","KOSPI",,"2735","10","0.37","2725","2760","2685","96660","262708888","77006181375","28155825"
"114810","한솔아이원스","KOSDAQ","우량기업부","12950","510","4.10","12920","13130","12500","345478","4426769155","370281603300","28593174"
"070590","한솔인티큐브","KOSDAQ","중견기업부","2065","-35","-1.67","2100","2180","2065","39254","82234915","28938801285","13879521"
"213500","한솔제지","KOSPI",,"8090","-110","-1.34","8170","8200","8090","100839","817970955","192784665600","23800576"
"014680","한솔케미칼","KOSPI",,"248500","8500","3.54","249500","259000","241000","83867","20665878250","2816795957500","11335195"
"004710","한솔테크닉스","KOSPI",,"6060","190","3.24","5930","6130","5910","218820","1320842550","194585860680","32109878"
"004150","한솔홀딩스","KOSPI",,"3000","-45","-1.48","3050","3055","2995","83615","251213959","122874726900","41026620"
"025750","한솔홈데코","KOSPI",,"638","0","0.00","635","640","635","127665","81313076","51319999913","80565149"
"042520","한스바이오메드","KOSDAQ","벤처기업부","26200","-300","-1.13","26400","26800","25600","190462","4989276325","372730815400","14226367"
"004960","한신공영","KOSPI",,"10550","430","4.25","10120","10550","9970","122042","1269478890","121145249940","11570702"
"011700","한신기계","KOSPI",,"3170","70","2.26","3115","3220","3115","209926","664648041","102529837160","32446151"
"430690","한싹","KOSDAQ","벤처기업부","4815","-100","-2.03","4915","4950","4815","58736","284814242","52515476140","10895327"
"078350","한양디지텍","KOSDAQ","우량기업부","22700","1250","5.83","22300","23400","22150","260731","5924386400","346809690500","15244382"
"045100","한양이엔지","KOSDAQ","우량기업부","26350","3750","16.59","23850","26600","23500","477172","12259927075","474300000000","18000000"
"001750","한양증권","KOSPI",,"19240","140","0.73","19020","19340","19020","21228","406671810","244515138140","12728534"
"001755","한양증권우","KOSPI",,"18700","30","0.16","18630","18700","18550","3900","72622800","9817500000","525000"
"018880","한온시스템","KOSPI",,"2995","60","2.04","2940","3000","2940","1696704","5054717583","2026106217720","678762552"
"009420","한올바이오파마","KOSPI",,"47300","5100","12.09","42000","47600","41700","1182768","54133063650","2478818273100","52240638"
"320000","한울반도체","KOSDAQ","중견기업부","2235","-25","-1.11","2270","2295","2155","350239","770856573","73525295640","32897224"
"091440","한울소재과학","KOSDAQ","투자주의환기종목(소속부없음)","3035","40","1.34","3075","3075","2965","125908","379027981","93609855575","30843445"
"276730","한울앤제주","KOSDAQ","기술성장기업부","1325","-69","-4.95","1390","1390","1320","45637","60878282","29370697122","22149847"
"014130","한익스프레스","KOSPI",,"2940","-75","-2.49","3010","3010","2905","53476","157444100","35280000000","12000000"
"024740","한일단조","KOSDAQ","우량기업부","2200","40","1.85","2175","2220","2165","244205","534182397","72373507800","32897049"
"005860","한일사료","KOSDAQ","우량기업부","3070","-10","-0.32","3080","3095","3050","120154","368331122","121166331375","39403685"
"300720","한일시멘트","KOSPI",,"17210","10","0.06","17200","17380","17110","88258","1523044910","1265713046890","73545209"
"002220","한일철강","KOSPI",,"5060","40","0.80","5000","5300","4970","64357","326549640","136424020600","26697460"
"003300","한일홀딩스","KOSPI",,"15970","10","0.06","15970","16250","15800","20244","324688680","497026090080","30832884"
"007770","한일화학","KOSDAQ","중견기업부","7940","-30","-0.38","8000","8030","7850","3806","30229650","27553500000","3510000"
"051600","한전KPS","KOSPI",,"50000","1100","2.25","49200","50100","48900","143695","7158091600","2247750000000","45000000"
"052690","한전기술","KOSPI",,"94000","4200","4.68","90600","94000","90600","252624","23529256200","3592680000000","38220000"
"130660","한전산업","KOSPI",,"10700","380","3.68","10390","10720","10380","129199","1372165210","348820000000","32600000"
"198940","한주라이트메탈","KOSDAQ","중견기업부","635","-2","-0.31","635","645","631","62608","39761937","24716091030","38922978"
