category
외의 스포츠의류및용품
의류 스포츠용품
디저트 음료
비뇨기과
카페 베이커리
떡볶이
운동용품및등산용품 헬스기구 의류 신발
화장품판매
잡화 셀프대여스튜디오
닭백숙
김치찌개
떡류 및 화과자
네일숍
헬스이용권개인피티
한우
외의 스포츠용품
두발관리
소매
양장
영어교육
독서실
식료품 및 음료 등
오리
양말속옷의류
통닭구이
소돼지
네일제품
체육용품 운동용품 문구 판촉물
의류 스포츠의류 신발 잡화 스포츠용품
회 초밥
잡화 소매
컴퓨터 및 주변장치
생화
밀가루
남녀용 겉옷 및 셔츠 도매업
한우한돈
상품종합 중개업
샌드위치
식품 잡화
수입식품
전자담배
참치
식육 판매업
의류 스포츠의류 스포츠용품 신발 잡화
분식류
뉴루면
두발이미용
음식 및 숙박업
소고기
꽈배기 고롯케
가구 목공
커피 음료
치과진료
숙성회
떡갈비
피아노색소폰
스포츠 등산용품
차
추출액
반찬
세탁물
쌀 잡곡  미역  다시마
음악미술학원
밥솥정수기비데인덕션음식물처리기청정기청소기에어컨 등 소형가전
스포츠의류 스포츠용품 화장품 잡화
유리공예품
의류 잡화
피순대 김치갈비전골
금속공예품
소 돼지고기 전문점
스포츠용품 안전용품 및 의류 
실내놀이체험시설
휴게음식 커피
산업용품안전용품 테이프 외
일반의원
벽지
수제청
스포츠의류 스포츠용품
휴대폰케이스및 기타
의류 잡화 스포츠의류
아이스크림과자완구
관악기도소매
만두 찐빵
서양음식
과일주스 샌드위치 디저트
과일 야채 김치 수산물
어묵
참치회
당구장 운영업
이용
의류 악세사리
멕시칸 남미음식
침구 패브릭 인테리어소품 악세서리 잡
고추
퓨전 한식
식육점
의류 운동 및 경기용품 소매업 매장관
의류 및 악세서리 안전용품
커피외
육계
두발미용
토스트와 음료
한우 한돈
건강 보조 쉐이크 단백질
꼬치구이 튀김류 탕류 등
태권도교육
정육점
감자탕
학원
커피 음료 주류
소고기돼지고기
커피생화
음료 빵
체형관리
소아과병원
화장품잡화건강기능식품
아이스크림 과자 음료
한식류백반류
한식 면 요리
운동 건강기능식품
닭발 닭날개
소품샵 애견용품 여자용 겉옷 소매업
스포츠의류 안전용품
안경 컨텍트렌즈
두발 미용업
내의 운동경기용품 위탁판매대리
남성복
휴게음식점
일반음식점업
악세사리 잡화 화장품 의류 귀금속
악세사리 체험공방
한식 경미한공사 조경시설물
일반 음식점업
내의 속옷
의류 스포츠용품 신발 레저
의류 레저용품
식품잡화 화장품 무역업 농산물 통신기
전기용품 담배
참기름 고춧가루 곡물가공품
안과
화초
전기공사
비료
밥버거
보청기
휴대폰
여행사
찜질
공예품
자전거
식자재
음식점업(제과점업)도매및소매업(전자상거래소매)
미술 교습
전자제품
핸드폰
세탁중개업
치킨전문점
침구
토스트
백반
가전제품
떡강정
꽈배기
베이글 커피 음료
스킨케어두피케어 제품
베이커리 카페
담배공산품
여관업
건강기능식품화장품
마른오징어패스츄리 장족옛날과자
빵제조
과일채소가공식품
곱창 부대찌개
치킨피자
능이버섯백숙능계탕
오리탕
헬스
요가
동서양란
닭날개
세차
복권 담배 옛날과자 우산  향수음료 자동판매기
수용복 무용복
농수산물
편의점 담배 휴게음식
신발가방
의약품 및 의료용품
바둑학원
중식당
의약품 의료용품
의류세탁
방충망
부어까구
피부
스포츠의류 등산레저용품 안전용품
여성의류 및 악세사리
홍어
미술학원
식육판매
당구
음료 및 디저트
사진 도장
쌈밥 생고기 삼겹살 김치찜 두부김치 소고기
돈까스
한식 등
잡화 음료 담배 야채 생선 과일
샴푸 린스 에센스 스프레이 등등
의약품 및 건강기능식품
두부 콩물 식혜
유도
보드게임
치킨주류
제과제뺭
주먹밥
채소 과실
햄버거 라면 떡볶이 커피 음료
정형외과
닭
수제비
미용재료 헤어용품
간이음식
식품 및 생활용품
호두과자 및음료
문구류및 판촉물
홍삼등건강기능식품
헤어 컷트 펌
건강지능식품
초밥 및 회
청과야채 정육수산 공산 등
태권도교육사업
의류 및신발
닭한마리
감자튀김 및 피자
속옷 외
공산품 음료
이미용
식품및 생활용품
닭강정
운동시설
한식 고기
김밥 한식류
도넛 커피 냉동
크레페
코인노래방
적발
주얼리
피시방
드라이기 면도기 계산기 건전지 후레쉬
도시락
효소  죽염
트램폴린
음식료품 등 가공식품 수산 야채 청과 정육
의류악세사리
엔지니어가공
정수기 비데 음식물처리기 커피머신
심리상담
떡케이크
스포츠 의류
보건
커트 펌 염색
자동차실내용품
의약품건강기능식품 동물약품
문구류
생선 해산물
미용 두발
과실
줄넘기 태권도
외형복원  및 세차
속눈썹 메이크업
담배 식품 비식품
유도관
정육 청과 야채 기타식품류
중고품
골동품 화폐 기타 기념품
칼제비
악세사리천연원석
악세사리잡화
음식료품위주 종합
바디마사지
가방
헤어관련 제품
미용 관련 제품
김밥등
침 추나 공진단 다이어트
반찬젓갈
마늘인삼생강등
한약
민예품
갈비탕 소고기 돼지고기
칼집삼겹살
만두전골
생태 동태
커피 및 제과
한식 국탕류
체력단련장
일반음식도소매
감자탕족발
가전제품 수도공구 경미한공사 펌프
열쇠수리
의류 잡회
양말 스타킹
산양산삼 송이버섯
양말
캐릭터 소품
피아노
찌개
기타음식료품및일용잡회
한식치킨
한복대여
청소용품
음식업
생화 도소매
가정용 세탁업
골뱅이소면
광고간판
페인트
요리학원
서양식
한과커피
남성양복
휴대폰 및 악세서리
킥복싱무에타이
과일야채
중고의류
커피 및 디저트
옷수선
댄스교습소
란제리
의류및 악세서리 신발
식품접객업
슈퍼 담배 식육
의약품 의약외품 의료기기
커피 음료디저트류
멸치  건어물   계란
식품 및 담배
헬스 및  그룹운동 프로그램
농수산 정육 냉장 식품 냉동 식품 공산
밀키트
곡물약초
두부제조
자전거 전기자전거 수리 및 용품 판매
인테리어
한익
컷트 펌 염색
양고기
실내스포츠
닭갈비
커피전물점
이동통신기기
스테이크
고기  한식
고기구이류
퀵 화물주선
피자 파스타
야채청과공산품담배주류
샌드위치 음료
생선회
디퓨저 향수 캔들 재료
냉면
고추 기름
김밥 분식
진료 의료
보건의료
전병
야채 과일
청소
컷펌
농수산 및 축산물 식품 음료 잡화 등
가공식품및 담배소매업
양념갈비 생고기
문구 완구
통신
공산품생식품
외과
빵류 과자류 및 당류 소매업
의류 신발
식품 과일 야채
세차크리닝광택
방앗간
자동차 타이어휠
화장품 미용
샴푸 린스
각종생활용품주류상비약 등
현수막
운동도복티등
도넛 커피
제빵케익샌드위치커피디저트
아동도서
배터리
커피 유제품 신선식품 과자 라면 주류 담배 등
퍼스널트레이닝
잡화 및 악세사리
돼지국밥
밀크티커피
영어학원
피자  치킨
의료 서비스
팥죽 칼국수 떡국
컴퓨터 
애견미용
농구교실
햄버거치킨피자
반찬 등
청소용역
헤어서비스
아이스크림 커피등
퀼트완제품뜨게실뜨게용품뜨게 완제품 및 공예품
모타 펌프 수리
당구클럽
금속이음쇠
실내장식 도배
안경소매 콘택트렌즈소매 선글라스소매
골프웨어
금속스프링
유공압호스
가스기자재
화원
조화
의류 및 신발 및 화장품
라바지석
곡물야채등
커피차
일반음식 및 호프
물리치료 부항 뜸 추나 약침 침치료 한약 보약
침 한약 물리치료
시설이용료
스크린골프 연습장
과일 채소
치킨 오뎅 짬뽕탕 오뎅탕
닭복음탕 떡볶이 치킨 팥빙수
닭발치킨떡볶이
과일 및 채소
액상 및 기기
소고기 돼지고기 닭고기 피자 파스타 주류등등
내의류
꽃화분
고기류
인도음식점
디브이디
기념품 장식용품
시계 악세사리
의류 전자상거래업
일식음식점업
지짐이
무인편의점
패브릭 의류
식품제조가공업
마카롱 수재청 커피
일본식라면
슈퍼마켓 담배
목욕
한식 육류소매업
각종 염모제  펌제 클리닉
규동사케동스테이크동 등등
헤어비품
이비인후과
식육야채
의약품 건강기능식품 의약외품 의료기기
전기자재
회튀김탕볶음
한정식
찌개류
안전용품
유아용품
가정용세탁
연마지석
치킨햄버거
쓰리엠 제품
킥보드
남성여서의류및신발악세서리
금형 등
조경자재
기계공구
미용업 헤어 화장품
철물 등
컴퓨터
피자 음료등
한식 피자 치킨
공구 철물
아로마오일
예술품 및 골동품
정육고기
과일쥬스커피
펌프
화장품 속눈썹펌
건강보조식품
아기용품
낭면 돈까스
피자 햄버거
퓨전요리
애견미용애견용풍
한식 카페
닭발 외 메뉴
의역품소매
원단
약품
진료
모피
한분식
비닐장판
커텐
보건의료서비스
화훼
전기관련
스포츠의류 용품 인터넷 판매
취미공예활동
내의
커피음료
편의점 담배
기계부품
한식반찬
중국음식점
판매대리 스포츠의류 및 스포츠용품
콤푸레샤
긴발
화초 및 식물 소매업 경미한공사
스포츠서비스업
스터디카페 이용권
죽 음료 등
네일 속눈썹 옷
생활잡화 서적 및 문구류
쌀케이크
견과 과자
낙지
동물병원 애완용동물및관련용품
스포츠
음식및주류
발레 필라테스
우럭회
모조장신구귀금속
화분
음료및와플
공산품
가죽가방 소품 도매소매
병의원
커피음료빵
두발미용업
커피 외
한돈한우
반려동물 및 관련용품
헬스 회원권
세탁업
꽃식물
치과교정과
전기장판
커피및수제차
미용재료 건강기능식품 화장품
뿌리작물 과자
쥬얼리
오리구이
염색
생화및화분
자동차랩핑
빙수
양파 돼지고기 소고기 고춧가루 밀가루 쌀 배추
핫도그 외
건강식품화장품족욕
동물전시 행사대행
모터 등
자전거용부품
용접봉 등
김 파래 멸치
볼링장운영
타코야끼
치킨 피자
설렁탕 족발
바디관리
한식음식점업
참기름 들기름
도료
연마석 페파 다이아 공구외연마재
콤프레샤 등
공간임대
수예품
기계설비 등
삼겹살 및 돼지고기 특수부위
꽃 생화
가방 손수건 잡화
태권도학원
한약품
가위 바리깡 및 정리도구
축구선수육성축구
스터디카페이용권
한우 등
일반의약품 건강식품
수예
보온병
한우 한돈 수입육
온열기기체험
뒷고기
체력단련시설업
건강보조식품 비누
식육 판매
전선케이블 등
햄버거 타코
잡곡  쌀
태국 음식
붓
소갈비살
미용 네일아트
일반음식점 피자
갈매기살
돈까스 모밀 우동 알밥
꼬마김밥
의류수선
백숙
의류 세탁
기타의복소매업 전자상거래 소매업
속눈썹연장 펌
대패삼겹
전기전자부품
김밥 전문점
미용손톱발톱메이크업
상담서비스
어린이 도서
자동차 정비
조명기구
소주방
자동차용품
전기재료
스포츠의류 용품 의류
건설업
교육서비스업
용접
모자 잡화
유공압부품
수산
수의업
스터디카페
스포츠용품및 의류
족방
해동검도 줄넘기
서적 간판및플래카드
꼬지전문점
꽈배기 팥 도넛 치즈 도넛 핫도그 소떡소떡
대중사우나
비닐 등
어패류
음악 미술학원
바지락
팥빙수
안마원
모종종묘농산물
건강기능식품
골프용품
커피숍
주점
태권도장
한식 죽
유공압자재
여성용 겉옷 액세서리
동력전달장치
음악교습학원
실내놀이터
스크린연습장
밸브
기계가공
반려동물 위탁관리
신발 의류 가방
여성 옷
통신장비
소매업
의류 캠핑용품
화초 및 식물
정밀가공
공구
체력단련업
피비씨 보드
김밥떡볶이붕어빵십원빵커피음료 등
빵케이크 식음료 샌드위치 사탕 초콜릿
덮밥
커피 브런치 등
애견 간식 사료 용품
의약품 건강식품
산업용기기
배추
화장 분장 미용업
생선건어물
화장품마사지
전류
도자기체험 가정용도자기
패션 소품 가방 액세서리 등
염소탕
테니스장
은
전기용기계장비
피아노학원
분식 김밥 라면
도매 및 소매 슈퍼마켓 쓰레기봉투 담배
여과지
음료 및 베이커리
일반음식업
전
반찬류
안경콘택트렌즈
여성보세의류
기름
볼링 당구
식료 잡화 담배 쓰레기봉투
양약 의류기기
생활 잡화
의류자수
의약품류 건강기능식품
요거트 음료 샌드위치
피부과
돈카츠
신발 잡화
일본 음식
침구및소품
그 외 기타 종합 소매업
야채 건나물
음료수 생수
임산물 농산물
무용
댄스학원
산업기계제조
옹심이짬뽕
지물
냉동수산물 냉동식품
안경테
작업복
의류 신발 가방
의약품전문일잔 및 의약외품등
일용잡화
정밀기기 및 과학기기
육류 외 가공 및 조리된 음식류
식육즉석판매가공업
의약품 및 의료용품 소매
시설
채소
외국어교육
한식 일반 음식점업
소갈비
헬스케어
의류 잡화 악세서리
침대
가정용침대
가정가구
세탁편의점
피부관리서비스
상담
안경 도소매
타이어외 자동차 부품 판매업
골프
미곡
의약품및의약외품 건강식품
조개
건어물 외
육류및가공품및공산품
침구 커튼 블라인드 소품류 등
커튼 블라인드  카페트 침구 소품류 등
안경및렌즈
마사지
갈비찜갈비탕 등등
한우돼지한돈수입고기
커피 농산물
서양식 음식
백반 한식
소돼지닭수입육
편의점 주류판매
식품비식품농산물축산물수산물
피부관리 왁싱
직물
슈퍼마켓생활필수품
용접기
안경 콘택트렌즈
베트남쌀국수
천연비누 화장품
도소매
일반 공산품
생활잡화
선지국
웨딩컨설팅
초콜릿  증류주
공간대여서비스
미니네일
한우국밥
기타 가용용기기
주방용품
공방
펫사료 간식
농수산물 과일 과자류
공예 수업 및 공예품 판매
스포츠의류용품
요거트아이스크림
포장자재
닭도리탕
산업용품부자재 용접봉
연마지
공예 창작물
구조금속제품제조
헤어샵
금형
김밥 닭발
모터 감속기
칼국수 잔치국수
생화꽃 화분
영어교육서비스
음료 음식
농구교육
수영장 운영업
식육 청과 야채
흑염소 등
뜨개용품
이미용서비스
빵 음료
청과 휴게음식
버블티
일반 음식
기타 예술학원
퀵배송
생선류
호떡
농수산축산 가공판매
한의 진료
스프링주문제작
커트러리 앞치마
금속가공
아구
기타 스포츠 서비스
백반 된장찌개 제육볶음
캠핑용품
콩푸레이크
문구용품회화용품사무용품전산용품등
자동차 부분수리
조화 및 부자재
교육 서비스업
과자 빵류
장식용품류
만두 도너츠
멸치건어물류및김외 다수
식품고기야채과일 잡화
체력단련장 제공
댄스 서비스
전복 갈치 문어 고등어 조기등 생선 및 어패류
구제의류
화장품 의료기기
피아녹교습
디자인유리잔 컵 식기류
베트남 음식점
기타 가공품 및 담배 소매업
농축산물
돈까스 스파게티
쭈꾸미
수제만두
피자 치킨
전동킥보드 대여
인견
꽃 난 관엽
매운 갈비찜
유비끼전문점
안경 안경렌즈 콘택트렌즈
브랜드의류
"야채, 청과"
골프용품 골프채
떡케이크 쌀디저트
컴퓨터 학원
커튼
두발염색
반려동물 용품 의약품
곡물
베트남음식
파스타
치킨 등
커피 등
양약 등
유아매트 층간소음매트 판매 및 시공
체인화 편의점
고기구이
농약비료모종
옥수수 국화빵 군고구마
의류 
철학관
편의점 슈퍼마켓
태권도 교육 서비스
의약품 의료용구 복지용구 의료기기
수선
사진인화
가상체험체육시설업골프연습장
피부미용 네일아트
과일 야채 밀키트
팥죽
건강보조식품 신발
농기구수리
보쌈
쉬즈미스 용봉점
중식음식
닭강정치킨돼지후라이드분식
의약품건강기능식품 외
커피 빙수
한식 피자
고등어샌드위치 케밥덮밥
종이공예
철  만물
가방 스카프 악세서리
제화
자연산막회 해산물 물회
조화외 인터리어소품
인삼 잡곡
생화 의류
제고점업
두발이용업
석유류
등갈비
속눈썹미용
휴게음식 김밥
두부 콩국수
엿기름
강습 체육서비스 생활체육용역
한식 소고기
파마
샌드위치 샐러드
파스타파니니
실내복
의류 소품
천연비누 천연화장품 잡화 아로마용품
여성 보세 의류 및 신발
음악
피아노교습소
호두과자 및 카페음료
케이크 음료
과자류
숙녀복
광고디자인
식물
파스타 피자 스테이크
연어
소품
무연 경유 등유
농산물 잡곡
식육 야채 수산 공산품 식료품
라탄소품
골프공
태권도교육수업
문구 팬시 잡화 서적 도서마크 실습재
신발 의류 잡화 전자상거래
여자용겉옷소매업
여성복의류
커피 음료 커피제조 통신판매
미용 피부
한약 일반의약품
문구 잡화 악기 음악용품 서적
반찬가게 한식
돼지고기 삼겹살 목살 항정살
기능성신발
네일미용
자동차 수리업
체육시설업
제과 빵 와인 음료 빙수 커피 케익 와인
메이크업
직업훈련학원
떡볶이  닭강정
음식 음료
통신기기판매
수제케이크
가방 구두
땅콩빵
캐리커쳐
식품 잡화 정육 담배
커피음료 원두
중고폰
지업사 인테리어소품 경미한공사
동물약품 의료용구 단미사료 수의업
가공식품 기타비알골 음료 제조업
부대찌개 떡볶이
동물 관련용품 전반
케이크 및 커피음료
안경 선글라스
안경및 렌즈
공간대여
네일 속눈썹 왁싱
안경 및 선글라스 및 안경렌즈
헬스 필라테스
메밀묵
특산품 잡화
가구 소품 소매업
침구 가구
일반가구
줄넘기 교육
재활운동
흑염소
화훼류 및 식물
한우설렁탕 차돌양지갈비탕  우거지해장국 소갈비찜 소꼬리찜
커피 산도 빙수 등 디저트
백반 분식
민박
청과물
일반 한식
한식및참치
미용 커트 파마 염색
피부 미용업
쪽갈비
여행알선
잡곡
커피와 빵류
보건업 치과의원
커피 음료 아이스크림
식빵
커피빵류
회전초밥
프리미엄과일 앤 카페전문점
음료및빵
한우육회
생과일
와풀
샤브샤브칼국수
음료 주류 과자 라면 생필품 등
치과 의료 서비스
아이폰수리
음료외다수
웨딩드레스
강아지미용 케어
수예 퀼트
식품 반찬류 통신판매업
커피 케이크토퍼 
공예품 공예재료 교재 도서 문화체험
장판 벽지 경미한공사
그외기타분류안된가정용품소매업
식잡 담배
자동차부분정비 자동차용품
난방설비 철물
문구 도서 등
사료 사료알선
가정의학과의원
양약 의료기기
기타음식료품및일용잡화 담배
낚시용품 잡화
체험형 오락시설
훈제오리 김
안마 지압
채소 외
소불고기
스크린 골프 연습장
견과류
농수산물 및 종합 상품
신발및의류
화장품 미용업
야채과일
귀금속 장신구
메밀밀면
간판
수제어묵
사우나
벨리댄스
광고서비스
오토바이
낚시용품
식육 소매업
군인용품
실내건축자재
타이어
문어 고동 생대구 고등어
조리류 반찬
롤러스케이트장
정형외과의원
한식 육류 요리 전문점
탁구장
검도장
내과의원
컷 펌
미용 헤어
죽 비빔밥
도서 음료 파스타
컴퓨터 판매 및 수리
복사기
맥주
여성의류 및 잡화
운동회원권
한의치료 전반
기구필라테스
신혼여행패키지
전산용품
기념품
서비스기술
짜장면
가죽공방
외과의원
전산소모품
보드게임방
곰장어
스포츠센터
한과
국내여행
주류 담배 생필품
"정육점, 과일, 야채"
머리고기
"활어, 수산물"
꼬치구이 맥주
일본식돈카츠 우동 메밀 등
노래
인삼
한식육류
사워도우빵 호두파이 등
나무제품
영양돌솥법
식품 공산품 담배 주류
가공식품  및 일반물품
농산물 나물
두피관리용 소모품류 등
국물닭발 등
중화요리
미술교습소
명함
버거 및 음료와 주류
헌삭
크로스핏 회원권
명함 스티커 전단지
커튼 블라인드
이미용 서비스
커피 음료수 꽃차
"곡물분쇄 및 환, 약초소분, 임산물채"
케이크 쿠키
김지류 제조
커피 케이크
농약 씨앗 농자재
의류 및 신발
우동김밥
"의약품, 의료기기판매"
기타의원
자동차 세차 서비스
"고추가루, 기름 등 "
"공예품, 공예디자인, 교육 등"
낙지요리
간식
상품
"농산물,약초"
의류 남성복
어류
한식 김밥
아이스크림등
스포츠의류및용품
PT
콘텐츠개발
한의진료
의약품 및 의료용품 소매업
오징어
피아노 관현악 교육 서비스
셀프빨래
"편의점, 담배"
제빵
꼼장어
에어로빅
"컴퓨터, 게임기, 사무용기기, 휴대폰"
필라테스 요가
체력단련서비스
샴푸등 판매
헬스 골프장
복권판매대행
만두국
젤라또
사료
탁구
공작기계
내과
속눈썹펌
보건 한방 서비스
실리콘주방용품
헬스서비스
중식 음식
해물찜
한방의료서비스
교정치료
볼링용품
"사료, 사료알선"
계란 쌀
음료 담배 주류 일상용품 등
임농산물
"시각 디자인, 기타 인쇄 등"
한약제
남성복 양복
